municipio,actividad_principal,codigo_ciiu,cargo_del_solicitante,clasificación_de_la_empresa,sector_económico
medellin,fabricación de otros productos elaborados de metal n.c.p.,c.25.259.2599,recursos humanos,pequeña,industria manufacturera
medellin,actividades de seguridad privada.,n.80.801.,gerente comercial,pequeña,seguridad
medellin,actividades inmobiliarias,l.,gerente,pequeña,actividades inmobiliarias
envigado,construcción de otras obras de ingeniería civil.,f.42.429.,administradora,pequeña,construccion
medellin,comercio al por mayor no especializado.,g.46.469.,psicóloga de selección y desarrollo humano,grande,"comercio, hoteles y restaurantes"
medellin,confección de prendas de vestir.,c.14.,representante legal,pequeña,industria manufacturera
medellin,otras actividades de servicios,s.,representante legal,pequeña,servicios
medellin,"agricultura, ganadería, caza, silvicultura y pesca",a.,gerente,mediana,"agricultura, caza, ganaderia, pesca y silvicultura"
medellin,actividades de atención residencial medicalizada.,q.87.,líder de calidad,mediana,salud
medellin,formación académica no formal.,p.85.855.8551,coordinadora de talento humano,pequeña,servicios
medellin,transporte de carga por carretera.,h.49.492.4923,administradora,pequeña,transporte y almacenamiento
medellin,otras actividades de servicios personales n.c.p.,j.63.609.,administradora,pequeña,"servicios comunales, sociales y personales"
medellin,comercio de vehículos automotores.,g.45.451.,agente comercial,mediana,transporte y almacenamiento
medellin,preparación del terreno.,f.43.431.4312,director de operaciones,mediana,construccion
medellin,"fabricación de calzado de cuero y piel, con cualquier tipo de suela",c.15.152.1521,gerente almendra,pequeña,industria manufacturera
medellin,transporte de carga por carretera.,h.49.492.4923,coordinadora administrativa,pequeña,transporte y almacenamiento
medellin,transporte de carga por carretera.,h.49.492.4923,administrador,pequeña,transporte y almacenamiento
medellin,transporte y almacenamiento,h.,jefe de logistica,grande,transporte y almacenamiento
medellin,"fabricación de muebles, colchones y somieres.",c.31.,gerente,pequeña,industria manufacturera
medellin,"fabricación de partes y piezas de madera, de carpintería y ebanistería para la construcción.",c.16.163.,gerente,pequeña,industria manufacturera
medellin,alojamiento en hoteles.,i.55.551.5511,auxiliar administrativa,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de otros productos nuevos en establecimientos especializados.,g.47.477.4774,gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades veterinarias.,m.75..,administradora,pequeña,"servicios comunales, sociales y personales"
medellin,confección de prendas de vestir.,c.14.,administrador,pequeña,industria manufacturera
medellin,fabricación de productos metalúrgicos básicos.,c.24.,auxiliar administrativo,pequeña,industria manufacturera
medellin,"comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores.",g.45.453.,administradora,pequeña,industria manufacturera
medellin,elaboración de productos alimenticios.,c.10.,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario.",g.46.466.4664,administradora,pequeña,industria manufacturera
medellin,"comercio al por mayor de productos textiles, productos confeccionados para uso doméstico.",g.46.464.4641,propietario,pequeña,industria manufacturera
medellin,transporte y almacenamiento,h.,director comercial,pequeña,transporte y almacenamiento
medellin,actividades de otras asociaciones.,s.94.949.,administrador,pequeña,comunicaciones
medellin,"cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas.",a.01.011. 0111,jefe de planta,pequeña,"comercio, hoteles y restaurantes"
medellin,fabricación de otros productos químicos.,c.20.202.,gerente,pequeña,químicos
medellin,"comercio al por menor de combustible, lubricantes, aditivos y productos de limpieza para automotores, en establecimientos especializados.",g.47.473.,asistente administrativa,pequeña,"comercio, hoteles y restaurantes"
medellin,publicidad.,m.73.731.,director administrativo,pequeña,comunicaciones
medellin,actividades de otras asociaciones n.c.p.,s.94.949.9499,administradora,pequeña,industria manufacturera
medellin,"comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario.",g.46.466.4664,asistente administrativa,pequeña,industria manufacturera
medellin,fabricación de vidrio y productos de vidrio.,c.23.231.,administrador,pequeña,industria manufacturera
medellin,fabricación de sustancias y productos químicos.,c.20.,administradora,pequeña,química
medellin,fabricación de otros artículos de papel y cartón.,c.17.170.1709,propetario,pequeña,decoracion
medellin,actividades inmobiliarias,l.,coordinador sst,pequeña,actividades inmobiliarias
sabaneta,comercio al por mayor no especializado.,g.46.469.,coordinadora retail,pequeña,comercio
medellin,comercio al por mayor de maquinaria y equipo.,g.46.465.,contadora,pequeña,"comercio, hoteles y restaurantes"
medellin,"actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas).",j.62.620.6201,administrador,pequeña,"servicios comunales, sociales y personales"
medellin,"actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas).",j.62.620.6201,talento humano,mediana,"servicios comunales, sociales y personales"
medellin,"comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados.",g.47.475.4752,administrador,pequeña,industria manufacturera
medellin,"fabricación de muebles, colchones y somieres.",c.31.,administrador,pequeña,industria manufacturera
medellin,"comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción.",g.46.466.4663,administradora,pequeña,industria manufacturera
medellin,fabricación de artículos y equipo para la práctica del deporte.,c.32.323.3230,administrador,pequeña,industria manufacturera
medellin,obras de ingeniería civil.,f.42.,residente social,mediana,construccion
medellin,obras de ingeniería civil.,f.42.,profesional social,mediana,construccion
medellin,alquiler y arrendamiento de vehículos automotores.,n.77.771.,propietaria,pequeña,construccion
medellin,otros tipos de educación.,p.85.855.,contadora,pequeña,educacion
medellin,otros tipos de expendio de comidas preparadas n.c.p.,i.56.561.5619,propietaria,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades de impresión y actividades de servicios relacionados con la impresión.,c.18.181.,administradora,pequeña,servicios
medellin,actividades inmobiliarias,l.,director,pequeña,construccion
medellin,"comercio de motocicletas y de sus partes, piezas y accesorios.",g.45.454.4541,administradora,pequeña,comercio
medellin,"comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados.",g.47.475.4752,propietario,pequeña,"comercio, hoteles y restaurantes"
envigado,actividades de espectáculos musicales en vivo.,r.90.900.9007,propietario,pequeña,comunicaciones
envigado,"comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción.",g.46.466.4663,gerente,pequeña,construccion
medellin,actividades de arquitectura e ingeniería; ensayos y análisis técnicos.,m.71.,representante legal,mediana,construccion
medellin,construcción de edificios.,f.41.411.,representante legal,pequeña,construccion
medellin,"comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados.",g.47.475.4752,propietario,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados.",g.47.475.4752,propietario,pequeña,"comercio, hoteles y restaurantes"
envigado,fabricación de colchones y somieres.,c.31.312.,propietaria,pequeña,"comercio, hoteles y restaurantes"
medellin,fabricación de otros productos elaborados de metal y actividades de servicios relacionadas con el trabajo de metales.,c.25.259.,auxiliar administrativo,pequeña,industria manufacturera
medellin,transporte de carga por carretera.,h.49.492.4923,representante legal,mediana,transporte y almacenamiento
medellin,"fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y paneles.",c.16.162.,asistente administrativo,pequeña,industria manufacturera
medellin,fabricación de productos metalúrgicos básicos.,c.24.,representante legal,pequeña,industria manufacturera
medellin,"comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores.",g.45.453.,representante legal,mediana,"comercio, hoteles y restaurantes"
medellin,construcción de otras obras de ingeniería civil.,f.42.429.,asistente gestión humana,pequeña,construccion
medellin,elaboración de aceites y grasas de origen vegetal y animal.,c.10.103.,asistente de gestión humana,mediana,industria manufacturera
medellin,"comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados.",g.47.475.4752,propietario,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados.",g.47.475.4752,propietario,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción.",g.46.466.4663,propietario,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades inmobiliarias,l.,asesor,pequeña,"servicios comunales, sociales y personales"
medellin,organización de convenciones y eventos comerciales.,n.82.823.,gerente,pequeña,"servicios comunales, sociales y personales"
medellin,"comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción.",g.46.466.4663,gerente,mediana,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de otros productos nuevos en establecimientos especializados.,g.47.477.4774,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de artículos deportivos, en establecimientos especializados.",g.47.476.4762,gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,construcción de otras obras de ingeniería civil.,f.42.429.,jefe de recursos humanos,mediana,construccion
medellin,comercio al por mayor de materias primas agropecuarias; animales vivos.,g.46.462.,ejecutiva comercial,pequeña,"agricultura, caza, ganaderia, pesca y silvicultura"
medellin,elaboración de bebidas.,c.11.,representante legal,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor de productos alimenticios.,g.46.463.4631,vendedora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de productos agrícolas para el consumo en establecimientos especializados.,g.47.472.4721,respresentante legal,pequeña,"comercio, hoteles y restaurantes"
medellin,"cultivo de hortalizas, raíces y tubérculos.",a.01.011. 0113,gerente,pequeña,"agricultura, caza, ganaderia, pesca y silvicultura"
medellin,elaboración de productos de panadería.,c.10.108.1081,respresentante legal,pequeña,"comercio, hoteles y restaurantes"
copacabana,actividades posteriores a la cosecha.,a.01.016.0163,gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,expendio a la mesa de comidas preparadas.,i.56.561.5611,gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,elaboración de productos alimenticios.,c.10.,director comercial,pequeña,"comercio, hoteles y restaurantes"
medellin,elaboración de productos alimenticios.,c.10.,gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades de consultoría informática y actividades de administración de instalaciones informáticas.,j.62.620.6202,representante legal,pequeña,"comercio, hoteles y restaurantes"
medellin,elaboración de productos alimenticios.,c.10.,representante legal,pequeña,"comercio, hoteles y restaurantes"
medellin,publicidad y estudios de mercado.,m.73.,directora estratégica,pequeña,"comercio, hoteles y restaurantes"
medellin,mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo.,c.33.331.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por mayor de computadores, equipo periférico y programas de informática.",g.46.465.4651,auxiliar administrativa,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones.",g.46.465.4652,auxiliar contable,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades de consultoría informática y actividades de administración de instalaciones informáticas.,j.62.620.6202,administradora,pequeña,"servicios comunales, sociales y personales"
medellin,actividades combinadas de apoyo a instalaciones.,n.81.811.,administrativo,pequeña,"servicios comunales, sociales y personales"
medellin,actividades de arquitectura e ingeniería; ensayos y análisis técnicos.,m.71.,gestion humana,pequeña,construccion
medellin,comercio al por mayor no especializado.,g.46.469.,gerente,pequeña,"servicios comunales, sociales y personales"
sabaneta,confección de prendas de vestir.,c.14.,administradora,pequeña,industria manufacturera
envigado,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administradora,pequeña,"comercio, hoteles y restaurantes"
envigado,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietario,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción.",g.46.466.4663,contadora,mediana,construccion
barranquilla,otras actividades de servicios,s.,administrador gerencial antioquia,grande,"servicios comunales, sociales y personales"
envigado,expendio a la mesa de comidas preparadas.,i.56.561.5611,representante legal,mediana,"comercio, hoteles y restaurantes"
medellin,expendio por autoservicio de comidas preparadas.,i.56.561.5612,representante legal,mediana,"comercio, hoteles y restaurantes"
envigado,publicidad y estudios de mercado.,m.73.,gerente,mediana,industria manufacturera
bello,expendio a la mesa de comidas preparadas.,i.56.561.5611,gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,mantenimiento y reparación de vehículos automotores.,g.45.452.,gerente,pequeña,reparación
bello,"comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados.",g.47.472.4723,gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,elaboración de productos alimenticios.,c.10.,gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades financieras y de seguros,k.,gerente,pequeña,intermediación financiera
medellin,ensayos y análisis técnicos.,m.71.712.,director tecnico,pequeña,otro
medellin,"fabricación de partes y piezas de madera, de carpintería y ebanistería para la construcción.",c.16.163.,propietario,pequeña,industria manufacturera
medellin,"actividades de programación, transmisión y/o difusión.",j.60.,gerente administrativa y financiera,pequeña,otro
medellin,gestión de instalaciones deportivas.,r.93.931.9311,auxiliar administrativa,pequeña,servicios
medellin,actividades jurídicas y de contabilidad.,m.69..,administradora,pequeña,comercio
medellin,gestión de instalaciones deportivas.,r.93.931.9311,recepcionista,pequeña,servicios
medellin,"comercio de motocicletas y de sus partes, piezas y accesorios.",g.45.454.4541,administrador,mediana,otro
medellin,"comercio de motocicletas y de sus partes, piezas y accesorios.",g.45.454.4541,propietario,pequeña,otro
medellin,educación media técnica y de formación laboral.,p.85.852.8523,auxiliar administrativa,pequeña,"servicios comunales, sociales y personales"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administrador propietario,pequeña,otro
medellin,"otros tipos de comercio al por menor no realizado en establecimientos, puestos de venta o mercados.",g.47.479.4799,administrador,pequeña,otro
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,administrador,pequeña,otro
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,administrador,pequeña,otro
medellin,"comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados.",g.47.472.4723,administrador,pequeña,otro
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,administradora,pequeña,comercial
medellin,"comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados.",g.47.477.4773,representante legal,pequeña,servicios
medellin,"comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados.",g.47.475.4752,administrador,pequeña,construccion
itagui,comercio al por mayor de maquinaria y equipo.,g.46.465.,sistema de gestión humana,pequeña,otro
medellin,"alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",n.77.773.,auxiliar administrativa,pequeña,otro
envigado,otras actividades de distribución de fondos.,k.64.649.6494,coordinadora de seleccion,grande,comunicaciones
medellin,otras instalaciones especializadas.,f.43.432.4329,gerente general,pequeña,construccion
itagui,construcción de otras obras de ingeniería civil.,f.42.429.,gerente,pequeña,construccion
medellin,otras actividades especializadas para la construcción de edificios y obras de ingeniería civil.,f.43.439.,directora de oficina,pequeña,construccion
medellin,comercio al por mayor no especializado.,g.46.469.,directora de talento humano,pequeña,otro
medellin,"alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",n.77.773.,gerente,pequeña,comercio
medellin,comercio al por mayor no especializado.,g.46.469.,gerente,pequeña,otro
medellin,construcción de otras obras de ingeniería civil.,f.42.429.,gerente de proyectos,pequeña,construccion
medellin,comercio al por mayor de maquinaria y equipo.,g.46.465.,asistente administrativo,pequeña,comercio
itagui,"comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción.",g.46.466.4663,gerente general,mediana,construccion
medellin,otros tipos de expendio de comidas preparadas n.c.p.,i.56.561.5619,gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades de otras asociaciones n.c.p.,s.94.949.9499,administrador,pequeña,servicios
medellin,fabricación de productos de caucho.,c.22.221.,trabajadora social,pequeña,otro
medellin,actividades de otras asociaciones.,s.94.949.,representante legal,pequeña,fundación
sabaneta,comercio al por mayor de productos alimenticios.,g.46.463.4631,directora de selección,grande,"comercio, hoteles y restaurantes"
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,"fabricación de artículos de hormigón, cemento y yeso.",c.23.239.2395,jefe de compras,pequeña,industria manufacturera
medellin,mantenimiento y reparación de vehículos automotores.,g.45.452.,asisitente administrativo,pequeña,reparación
medellin,mantenimiento y reparación de vehículos automotores.,g.45.452.,gestión humana,mediana,industria manufacturera
medellin,fabricación de equipos eléctricos de iluminación.,c.27.274.,gerente,pequeña,industria manufacturera
medellin,comercio al por mayor no especializado.,g.46.469.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor de otros utensilios domésticos n.c.p.,g.46.464.4649,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor no especializado.,g.46.469.,propietario,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por mayor de productos textiles, productos confeccionados para uso doméstico.",g.46.464.4641,administradora,pequeña,industria manufacturera
medellin,"comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción.",g.46.466.4663,administradora,mediana,construccion
medellin,transporte de carga por carretera.,h.49.492.4923,administrador,mediana,transporte y almacenamiento
envigado,actividades combinadas de servicios administrativos de oficina.,n.82.821.8211,coordiandora de recursos humanos,grande,administra
envigado,procesamiento y conservación de carne y productos cárnicos.,c.10.101.1011,coordinador de gestión humana,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades de otras asociaciones.,s.94.949.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades de otras asociaciones.,s.94.949.,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,mantenimiento y reparación de computadores y equipo de comunicaciones.,s.95.951.,propietaria,pequeña,comunicaciones
medellin,comercio al por mayor no especializado.,g.46.469.,gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,mantenimiento y reparación de computadores y equipo de comunicaciones.,s.95.951.,gerente,pequeña,comunicaciones
medellin,otras actividades de servicio de información n.c.p.,j.63.639.6399,director,pequeña,comunicaciones
medellin,actividades de otras asociaciones.,s.94.949.,directora gestión humana,pequeña,"comercio, hoteles y restaurantes"
medellin,"actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas).",j.62.620.6201,diseñador gráfico,pequeña,comunicaciones
medellin,actividades de exhibición de películas cinematográficas y videos.,j.59.591.5914,propietaria,pequeña,"comercio, hoteles y restaurantes"
medellin,elaboración de productos alimenticios.,c.10.,administrador,pequeña,"agricultura, caza, ganaderia, pesca y silvicultura"
medellin,actividades de otras asociaciones.,s.94.949.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,administrador encargado,pequeña,"comercio, hoteles y restaurantes"
medellin,otros tipos de expendio de comidas preparadas n.c.p.,i.56.561.5619,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,otros tipos de expendio de comidas preparadas n.c.p.,i.56.561.5619,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados.",g.47.477.4773,regente de farmacia,pequeña,otro
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades de otras asociaciones.,s.94.949.,propietaria,pequeña,otro
medellin,gestión de instalaciones deportivas.,r.93.931.9311,administrador,pequeña,otro
medellin,"comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados.",g.47.477.4773,administrador,pequeña,otro
medellin,elaboración de productos de panadería.,c.10.108.1081,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de leche, productos lácteos y huevos, en establecimientos especializados.",g.47.472.4722,propietario,pequeña,"comercio, hoteles y restaurantes"
medellin,expendio de comidas preparadas en cafeterías.,i.56.561.5613,propietario,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados.",g.47.476.4761,propietaria,pequeña,otro
medellin,elaboración de productos de panadería.,c.10.108.1081,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,expendio a la mesa de comidas preparadas.,i.56.561.5611,auxiliar encargada,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados.",g.47.477.4773,directora responsable,pequeña,otro
medellin,expendio a la mesa de comidas preparadas.,i.56.561.5611,administrador suplente,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,administrador,pequeña,otro
medellin,otros tipos de expendio de comidas preparadas n.c.p.,i.56.561.5619,administratdor,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,jefe logistico,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades de limpieza.,n.81.812.,propietario,pequeña,otro
medellin,"comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados.",g.47.477.4773,propietario,pequeña,servicios
medellin,actividades inmobiliarias,l.,propietaria,pequeña,construccion
medellin,"comercio de motocicletas y de sus partes, piezas y accesorios.",g.45.454.4541,propietario,pequeña,comercio
medellin,terminación y acabado de edificios y obras de ingeniería civil.,f.43.433.,gerente,pequeña,construccion
medellin,actividades de impresión y actividades de servicios relacionados con la impresión.,c.18.181.,gerente,pequeña,comunicaciones
medellin,actividades de impresión y actividades de servicios relacionados con la impresión.,c.18.181.,gerente,pequeña,"servicios comunales, sociales y personales"
medellin,"comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas.",g.47.,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados.,g.47.477.4772,adminisitradora,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados.",g.47.474.4741,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,encargada,pequeña,"comercio, hoteles y restaurantes"
medellin,confección de prendas de vestir.,c.14.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador.",g.46.464.4645,administradora,pequeña,"servicios comunales, sociales y personales"
medellin,"comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados.",g.47.474.4741,adminisitradora,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados.",g.47.474.4741,adminisitrador,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados.",g.47.474.4741,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados.",g.47.474.4741,propietaria,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados.",g.47.474.4741,propietario,pequeña,"servicios comunales, sociales y personales"
medellin,comercio al por mayor de prendas de vestir.,g.46.464.4642,administradora,grande,"comercio, hoteles y restaurantes"
medellin,confección de prendas de vestir.,c.14.,adminisradora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietario,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,gerente,mediana,industria manufacturera
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de otros artículos domésticos en establecimientos especializados.,g.47.475.4759,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de artículos y utensilios de uso doméstico.,g.47.475.4755,propietario,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados.",g.47.477.4773,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados.",g.47.474.4741,representante legal,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por mayor de computadores, equipo periférico y programas de informática.",g.46.465.4651,gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados.",g.47.474.4741,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados.",g.47.474.4741,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de otros productos nuevos en establecimientos especializados.,g.47.477.4774,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de otros productos nuevos en establecimientos especializados.,g.47.477.4774,vendedora,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados.",g.47.476.4761,propietaria,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,centro,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietaria,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados.",g.47.477.4773,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados.,g.47.477.4772,propietario,pequeña,"comercio, hoteles y restaurantes"
